"Classification","EdgeOfFlightLine","GpsTime","Intensity","NumberOfReturns","OriginId","PointSourceId","ReturnNumber","ScanAngleRank","ScanDirectionFlag","UserData","X","Y","Z"
2.000,0.000,56180.033,92.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446119.576,4652642.565,290.970
2.000,0.000,56180.033,87.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446116.159,4652643.095,290.840
2.000,0.000,56180.044,92.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446113.219,4652642.843,290.770
2.000,0.000,56180.044,94.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446116.651,4652642.306,290.860
2.000,0.000,56180.044,91.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446118.367,4652642.033,290.940
1.000,0.000,56180.044,11.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446149.119,4652636.806,304.550
1.000,0.000,56180.044,11.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446150.872,4652636.526,304.640
1.000,0.000,56180.044,13.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446152.551,4652636.269,304.630
1.000,0.000,56180.044,5.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446154.282,4652636.003,304.450
1.000,0.000,56180.044,13.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446166.331,4652634.156,303.860
1.000,0.000,56180.061,9.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446172.830,4652631.987,303.270
1.000,0.000,56180.061,17.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446165.817,4652633.085,302.630
1.000,0.000,56180.061,7.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446147.059,4652635.918,304.460
1.000,0.000,56180.061,13.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446145.373,4652636.167,304.580
1.000,0.000,56180.061,20.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446143.701,4652636.402,305.060
1.000,0.000,56180.061,16.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446131.466,4652638.355,303.070
2.000,0.000,56180.061,78.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446118.105,4652640.835,290.930
2.000,0.000,56180.071,99.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446112.908,4652640.964,290.780
2.000,0.000,56180.071,102.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446114.638,4652640.698,290.800
2.000,0.000,56180.071,101.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446116.332,4652640.434,290.850
2.000,0.000,56180.071,103.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446118.085,4652640.154,290.920
2.000,0.000,56180.071,102.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446119.801,4652639.896,290.930
1.000,0.000,56180.071,11.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446124.708,4652638.703,303.390
1.000,0.000,56180.071,12.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446126.417,4652638.445,303.200
1.000,0.000,56180.071,14.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446128.059,4652638.203,302.910
1.000,0.000,56180.071,15.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446129.768,4652637.946,302.710
1.000,0.000,56180.071,6.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446141.987,4652635.993,304.410
1.000,0.000,56180.072,10.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446152.247,4652634.426,303.970
1.000,0.000,56180.072,16.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446164.363,4652632.556,303.810
1.000,0.000,56180.072,53.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446167.691,4652632.086,302.560
1.000,0.000,56180.072,9.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446169.326,4652631.873,301.270
1.000,0.000,56180.088,54.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446160.099,4652632.269,302.580
1.000,0.000,56180.088,11.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446153.198,4652633.329,302.750
1.000,0.000,56180.088,8.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446134.395,4652636.199,303.530
1.000,0.000,56180.088,6.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446132.412,4652636.577,301.290
2.000,0.000,56180.099,96.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446115.479,4652638.714,290.810
2.000,0.000,56180.099,86.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446117.209,4652638.434,290.870
1.000,0.000,56180.099,51.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446127.161,4652636.498,302.560
1.000,0.000,56180.099,15.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446128.692,4652636.316,300.980
1.000,0.000,56180.099,12.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446140.978,4652634.319,303.640
1.000,0.000,56180.099,15.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446146.059,4652633.554,302.980
1.000,0.000,56180.099,36.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446156.370,4652631.964,302.560
2.000,0.000,56180.116,100.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446170.071,4652629.096,292.000
2.000,0.000,56180.116,92.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446168.310,4652629.369,291.990
2.000,0.000,56180.116,95.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446166.557,4652629.649,291.980
1.000,0.000,56180.116,45.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446146.942,4652632.295,302.630
1.000,0.000,56180.116,11.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446140.108,4652633.355,302.600
1.000,0.000,56180.116,13.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446138.407,4652633.605,302.880
2.000,0.000,56180.116,31.000,2.000,17583.000,85.000,2.000,6.000,1.000,69.000,446126.806,4652635.782,291.340
2.000,0.000,56180.116,121.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446121.665,4652636.577,291.400
2.000,0.000,56180.116,84.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446118.218,4652637.122,290.910
2.000,0.000,56180.116,85.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446113.085,4652637.924,290.760
1.000,0.000,56180.126,145.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446114.886,4652637.088,291.530
2.000,0.000,56180.126,91.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446116.528,4652636.853,290.840
2.000,0.000,56180.126,82.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446118.222,4652636.596,290.900
2.000,0.000,56180.126,85.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446119.960,4652636.323,290.980
1.000,0.000,56180.127,14.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446135.067,4652633.578,302.880
1.000,0.000,56180.127,53.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446143.662,4652632.253,302.600
1.000,0.000,56180.127,52.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446147.079,4652631.724,302.480
2.000,0.000,56180.127,131.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446163.329,4652629.577,291.970
2.000,0.000,56180.127,112.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.030,4652629.313,291.970
1.000,0.000,56180.143,87.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446169.419,4652627.464,291.990
2.000,0.000,56180.143,88.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446167.718,4652627.729,291.980
2.000,0.000,56180.143,107.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446158.996,4652629.069,291.960
2.000,0.000,56180.143,108.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446153.811,4652629.864,291.990
1.000,0.000,56180.144,16.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446142.680,4652631.283,300.580
2.000,0.000,56180.144,119.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446124.512,4652634.392,291.460
2.000,0.000,56180.144,87.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446115.858,4652635.747,290.810
2.000,0.000,56180.144,78.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446114.157,4652636.019,290.770
2.000,0.000,56180.154,83.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446116.840,4652634.784,290.830
2.000,0.000,56180.154,104.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446120.272,4652634.254,290.950
1.000,0.000,56180.154,9.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446131.709,4652632.144,300.740
1.000,0.000,56180.154,20.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446138.559,4652631.107,300.340
2.000,0.000,56180.154,107.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446147.980,4652629.938,291.960
2.000,0.000,56180.154,104.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446153.195,4652629.128,291.980
2.000,0.000,56180.154,102.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446160.156,4652628.045,291.950
2.000,0.000,56180.154,108.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446161.872,4652627.788,291.960
2.000,0.000,56180.154,119.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446163.633,4652627.515,291.960
2.000,0.000,56180.154,97.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.349,4652627.243,291.960
1.000,0.000,56180.154,255.000,1.000,17583.000,85.000,1.000,5.000,0.000,69.000,446173.589,4652626.143,286.770
2.000,0.000,56180.171,137.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446173.366,4652625.226,286.740
2.000,0.000,56180.171,74.000,1.000,17583.000,85.000,1.000,5.000,1.000,69.000,446170.371,4652625.508,292.050
2.000,0.000,56180.171,72.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446165.171,4652626.318,291.950
2.000,0.000,56180.171,101.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446158.217,4652627.386,291.960
2.000,0.000,56180.171,105.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446156.449,4652627.659,291.970
2.000,0.000,56180.171,99.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446154.748,4652627.916,291.970
2.000,0.000,56180.171,94.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446144.370,4652629.514,291.940
1.000,0.000,56180.171,53.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446140.067,4652629.910,299.790
1.000,0.000,56180.171,111.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446125.442,4652632.436,291.730
2.000,0.000,56180.171,124.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446123.689,4652632.716,291.490
2.000,0.000,56180.171,97.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446120.212,4652633.269,290.920
2.000,0.000,56180.171,79.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446115.049,4652634.079,290.780
2.000,0.000,56180.181,93.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446116.240,4652633.232,290.800
2.000,0.000,56180.182,92.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446117.956,4652632.975,290.850
2.000,0.000,56180.182,87.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446121.455,4652632.407,291.640
2.000,0.000,56180.182,93.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446123.186,4652632.135,291.540
1.000,0.000,56180.182,8.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446129.320,4652630.903,299.900
2.000,0.000,56180.182,93.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446145.598,4652628.652,291.930
2.000,0.000,56180.182,82.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446147.351,4652628.395,291.930
2.000,0.000,56180.182,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446150.798,4652627.857,291.950
2.000,0.000,56180.182,89.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446152.537,4652627.585,291.960
2.000,0.000,56180.182,111.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446159.468,4652626.517,291.960
2.000,0.000,56180.182,103.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446161.206,4652626.244,291.950
2.000,0.000,56180.182,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446164.668,4652625.707,291.940
2.000,0.000,56180.182,93.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446166.451,4652625.434,291.960
2.000,0.000,56180.198,93.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446160.699,4652625.107,291.950
2.000,0.000,56180.199,85.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446157.200,4652625.645,291.970
2.000,0.000,56180.199,92.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446153.738,4652626.175,291.960
2.000,0.000,56180.199,63.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446146.792,4652627.243,291.910
2.000,0.000,56180.199,69.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446145.099,4652627.508,291.920
2.000,0.000,56180.199,86.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446143.360,4652627.773,291.930
2.000,0.000,56180.199,88.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446141.622,4652628.045,291.930
1.000,0.000,56180.199,9.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446140.580,4652627.994,297.830
1.000,0.000,56180.199,14.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446139.042,4652628.176,299.490
1.000,0.000,56180.199,10.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446137.489,4652628.366,301.090
1.000,0.000,56180.199,12.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446130.477,4652629.493,299.540
1.000,0.000,56180.199,45.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446128.842,4652629.728,300.200
2.000,0.000,56180.199,23.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446124.321,4652630.748,290.720
2.000,0.000,56180.199,102.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446117.471,4652631.793,290.830
2.000,0.000,56180.199,94.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446115.740,4652632.065,290.790
2.000,0.000,56180.209,108.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446118.692,4652630.909,290.850
2.000,0.000,56180.209,94.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446120.415,4652630.637,290.870
2.000,0.000,56180.209,255.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446123.906,4652630.077,291.350
2.000,0.000,56180.209,94.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446125.356,4652629.932,289.070
1.000,0.000,56180.209,11.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446131.912,4652628.519,300.930
1.000,0.000,56180.209,9.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446137.127,4652627.687,301.580
2.000,0.000,56180.209,88.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446142.916,4652627.124,291.930
2.000,0.000,56180.209,37.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446148.102,4652626.329,291.910
2.000,0.000,56180.209,90.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446149.870,4652626.049,291.930
2.000,0.000,56180.209,109.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446153.332,4652625.519,291.950
2.000,0.000,56180.209,120.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446155.077,4652625.239,291.970
2.000,0.000,56180.209,97.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446162.053,4652624.163,291.940
2.000,0.000,56180.209,108.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446163.776,4652623.898,291.940
2.000,0.000,56180.209,105.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.537,4652623.625,291.940
2.000,0.000,56180.209,93.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446167.297,4652623.353,291.960
2.000,0.000,56180.226,255.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446172.329,4652621.870,286.880
2.000,0.000,56180.226,99.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446158.911,4652623.757,291.970
2.000,0.000,56180.226,103.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446157.158,4652624.015,291.970
2.000,0.000,56180.226,103.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446155.412,4652624.288,291.970
2.000,0.000,56180.226,89.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446148.489,4652625.355,291.920
2.000,0.000,56180.226,76.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446145.012,4652625.893,291.910
1.000,0.000,56180.226,34.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446140.686,4652626.296,299.500
1.000,0.000,56180.226,27.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446139.022,4652626.546,299.700
1.000,0.000,56180.226,4.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446132.299,4652627.523,301.120
1.000,0.000,56180.226,8.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446130.368,4652627.886,299.240
2.000,0.000,56180.226,35.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446124.189,4652629.148,290.380
1.000,0.000,56180.226,255.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446122.659,4652629.338,291.680
2.000,0.000,56180.226,104.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446115.698,4652630.435,290.780
1.000,0.000,56180.226,108.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446114.131,4652630.647,291.680
2.000,0.000,56180.237,99.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446118.418,4652629.207,290.820
2.000,0.000,56180.237,81.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446120.142,4652628.935,290.830
2.000,0.000,56180.237,97.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446121.850,4652628.662,291.060
2.000,0.000,56180.237,87.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446125.090,4652628.238,289.080
1.000,0.000,56180.237,47.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446140.056,4652625.553,299.540
2.000,0.000,56180.237,89.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446142.658,4652625.414,291.930
2.000,0.000,56180.237,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446149.596,4652624.347,291.930
2.000,0.000,56180.237,97.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446151.350,4652624.074,291.940
2.000,0.000,56180.237,107.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446154.819,4652623.536,291.970
2.000,0.000,56180.237,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446161.802,4652622.453,291.950
2.000,0.000,56180.237,85.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.271,4652621.923,291.950
2.000,0.000,56180.237,97.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446168.666,4652621.416,291.970
2.000,0.000,56180.254,89.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446162.936,4652621.044,291.950
2.000,0.000,56180.254,94.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446161.168,4652621.325,291.950
2.000,0.000,56180.254,99.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446157.707,4652621.855,291.970
2.000,0.000,56180.254,88.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446155.976,4652622.120,291.970
2.000,0.000,56180.254,90.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446150.768,4652622.915,291.940
2.000,0.000,56180.254,88.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446149.067,4652623.187,291.930
2.000,0.000,56180.254,87.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446147.329,4652623.445,291.920
2.000,0.000,56180.254,84.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446145.590,4652623.718,291.920
2.000,0.000,56180.254,72.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446143.889,4652623.975,291.920
1.000,0.000,56180.254,49.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446129.297,4652625.953,299.640
2.000,0.000,56180.254,88.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446119.731,4652627.723,290.870
2.000,0.000,56180.254,100.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446117.985,4652627.995,290.800
2.000,0.000,56180.254,43.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446114.590,4652628.517,290.830
2.000,0.000,56180.264,7.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446113.635,4652628.043,291.250
2.000,0.000,56180.264,112.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446120.462,4652627.006,290.820
2.000,0.000,56180.264,99.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446122.200,4652626.733,290.890
2.000,0.000,56180.264,118.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446123.901,4652626.468,290.980
2.000,0.000,56180.264,85.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446125.395,4652626.309,289.010
1.000,0.000,56180.264,16.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446138.727,4652623.866,300.000
1.000,0.000,56180.264,18.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446140.235,4652623.699,298.410
2.000,0.000,56180.264,84.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446143.000,4652623.485,291.920
2.000,0.000,56180.264,104.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446153.386,4652621.888,291.960
2.000,0.000,56180.264,96.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446163.830,4652620.267,291.950
2.000,0.000,56180.264,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.539,4652620.010,291.960
2.000,0.000,56180.264,94.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446167.300,4652619.737,291.960
2.000,0.000,56180.264,112.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446169.060,4652619.464,292.040
2.000,0.000,56180.264,119.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446171.700,4652619.348,283.440
2.000,0.000,56180.264,93.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446173.468,4652619.075,283.410
2.000,0.000,56180.281,79.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446173.520,4652618.060,283.410
2.000,0.000,56180.281,89.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446167.359,4652618.706,291.960
2.000,0.000,56180.281,87.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446162.136,4652619.509,291.960
2.000,0.000,56180.281,91.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446160.443,4652619.767,291.970
2.000,0.000,56180.281,94.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446158.682,4652620.039,291.970
2.000,0.000,56180.281,89.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446150.027,4652621.365,291.950
2.000,0.000,56180.281,87.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446144.842,4652622.167,291.930
1.000,0.000,56180.281,12.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446138.830,4652622.806,299.860
1.000,0.000,56180.281,7.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446132.137,4652623.798,301.040
1.000,0.000,56180.281,9.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446130.176,4652624.168,299.070
2.000,0.000,56180.281,65.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446124.101,4652625.378,290.980
2.000,0.000,56180.281,255.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446120.728,4652625.885,291.310
2.000,0.000,56180.281,86.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446117.215,4652626.445,290.770
2.000,0.000,56180.281,105.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446115.528,4652626.702,290.770
2.000,0.000,56180.292,90.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446114.980,4652625.973,290.560
1.000,0.000,56180.292,255.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446120.276,4652625.118,291.850
2.000,0.000,56180.292,89.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446125.076,4652624.474,288.950
2.000,0.000,56180.292,86.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446126.822,4652624.208,288.940
1.000,0.000,56180.292,48.000,1.000,17583.000,85.000,1.000,7.000,0.000,69.000,446140.117,4652621.788,299.710
2.000,0.000,56180.292,3.000,2.000,17583.000,85.000,2.000,6.000,0.000,69.000,446140.928,4652621.923,291.910
2.000,0.000,56180.292,102.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446144.390,4652621.393,291.930
2.000,0.000,56180.292,106.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446153.037,4652620.090,291.970
2.000,0.000,56180.292,106.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446154.738,4652619.817,291.970
2.000,0.000,56180.292,105.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446156.499,4652619.545,291.980
2.000,0.000,56180.292,101.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446158.237,4652619.280,291.980
2.000,0.000,56180.292,94.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446163.467,4652618.477,291.960
2.000,0.000,56180.292,98.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446165.168,4652618.204,291.960
2.000,0.000,56180.292,88.000,1.000,17583.000,85.000,1.000,6.000,0.000,69.000,446173.082,4652617.285,283.410
2.000,0.000,56180.309,89.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446164.848,4652617.140,291.970
2.000,0.000,56180.309,93.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446159.618,4652617.943,291.980
2.000,0.000,56180.309,92.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446152.709,4652619.003,291.970
2.000,0.000,56180.309,95.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446150.971,4652619.268,291.970
2.000,0.000,56180.309,110.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446149.218,4652619.533,291.960
2.000,0.000,56180.309,98.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446147.531,4652619.798,291.960
2.000,0.000,56180.309,93.000,1.000,17583.000,85.000,1.000,6.000,1.000,69.000,446145.778,4652620.063,291.950
1.000,0.000,56180.309,16.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446138.147,4652620.936,300.590
1.000,0.000,56180.309,48.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446129.440,4652622.306,299.580
2.000,0.000,56180.309,83.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446124.778,4652623.394,288.910
2.000,0.000,56180.309,79.000,1.000,17583.000,85.000,1.000,7.000,1.000,69.000,446119.889,4652624.076,291.050
